rpm,speed,throttle_pos,engine_load,map_kpa,iat,coolant_temp,o2_voltage,fuel_trim,ltft,voltage,gear,clutch,side_stand,front_wheel_speed,rear_wheel_speed,target_label,rul_hours,failure_probability
2413.4,39.2,21.3,51.7,51.1,34.3,82.9,0.343,5.48,0.63,14.11,3,0,0,39.2,38.4,0,1480.3,0.0594
2976.4,49.7,10.4,51.5,53.2,35.2,88.8,0.599,3.54,1.84,10.01,3,0,0,49.7,49.2,3,42.5,0.9148
1071.2,0.0,2.2,33.9,34.7,47.4,109.5,0.874,8.67,4.36,13.33,0,0,0,0.0,0.0,1,38.7,0.8703
1086.6,0.0,2.3,33.2,31.8,34.5,84.6,0.687,0.53,0.71,14.08,0,0,0,0.0,0.0,0,1111.4,0.0658
1034.7,0.0,2.3,37.4,39.0,43.4,110.5,0.801,8.45,4.27,13.63,0,0,0,0.0,0.0,1,54.0,0.8144
4496.5,70.4,70.6,79.3,75.7,51.6,118.8,0.684,7.9,3.66,13.55,3,0,0,70.4,71.4,1,38.6,0.7718
5227.7,84.1,45.6,76.8,77.7,35.1,84.5,0.682,0.15,1.52,14.0,3,0,0,84.1,85.7,0,1317.6,0.0292
1054.5,0.0,1.9,32.5,32.4,36.6,84.8,0.714,1.32,0.78,13.86,0,0,0,0.0,0.0,0,1277.4,0.0221
3767.9,97.4,16.3,66.2,65.4,40.3,120.4,0.682,7.34,4.72,13.91,5,0,0,97.4,98.4,1,37.3,0.7427
3279.3,69.8,28.5,63.3,67.7,35.8,86.4,0.202,1.09,1.86,14.09,4,0,0,69.8,71.2,0,1112.0,0.021
1104.3,0.0,2.5,39.3,64.9,29.8,95.7,0.155,17.41,12.05,14.03,0,0,0,0.0,0.0,2,29.1,0.7452
4741.2,55.4,52.0,88.4,85.9,34.6,84.2,0.268,-0.1,1.12,14.03,2,0,0,55.4,55.2,0,964.2,0.039
3391.2,87.2,16.1,62.5,92.3,33.3,99.2,0.085,24.4,15.24,13.83,5,0,0,87.2,86.6,2,54.5,0.6865
3695.8,59.7,80.8,83.6,82.2,31.8,83.9,0.184,5.01,1.51,14.03,3,0,0,59.7,59.4,0,1333.9,0.0333
4135.3,67.4,42.8,83.9,82.5,31.7,90.9,0.21,0.54,2.52,14.39,3,0,0,67.4,67.6,0,750.2,0.0712
2821.0,33.9,14.8,42.8,72.0,29.7,86.6,0.082,26.62,15.64,14.18,2,0,0,33.9,34.2,2,112.3,0.6956
1799.0,29.8,6.1,61.2,60.6,29.7,89.1,0.182,1.38,1.72,14.27,3,0,0,29.8,30.4,0,1484.0,0.0273
4002.6,69.4,83.2,76.2,75.5,35.1,90.8,0.722,3.18,0.71,14.11,3,0,0,69.4,69.4,0,1332.4,0.0241
2704.4,20.9,14.9,44.6,44.7,34.7,91.7,0.273,-0.29,0.6,14.25,1,0,0,20.9,20.9,0,1359.3,0.0217
2475.0,67.2,18.9,59.9,88.1,37.6,91.6,0.104,16.8,14.76,13.96,5,0,0,67.2,66.6,2,26.8,0.8993
2281.8,38.7,10.0,48.3,49.9,47.5,122.2,0.865,5.56,4.09,13.85,3,0,0,38.7,38.2,1,11.0,0.8576
3553.5,90.4,31.8,58.7,56.5,46.4,120.0,0.757,5.25,4.93,13.54,5,0,0,90.4,91.1,1,21.3,0.9213
2874.5,33.4,8.3,46.0,44.8,27.8,85.8,0.345,1.37,1.64,14.21,2,0,0,33.4,33.5,0,858.8,0.0177
1057.9,0.0,2.4,30.5,31.2,29.0,86.3,0.843,3.44,1.47,14.01,0,0,0,0.0,0.0,0,1170.4,0.0674
2836.2,46.2,10.2,50.6,52.6,36.3,90.5,0.294,2.21,1.4,14.32,3,0,0,46.2,46.8,0,870.7,0.0432
1038.6,0.0,2.5,29.3,34.4,30.7,83.3,0.866,0.53,1.62,14.14,0,0,0,0.0,0.0,0,876.7,0.0654
2766.3,22.6,20.3,58.2,59.0,36.7,80.1,0.819,3.75,2.98,14.19,1,0,0,22.6,22.6,0,739.2,0.0686
3518.2,93.4,15.8,51.8,53.9,35.9,83.2,0.324,0.43,1.46,14.07,5,0,0,93.4,91.5,0,1365.0,0.0572
3845.6,101.7,22.9,71.3,71.1,34.2,89.5,0.814,0.09,1.06,14.08,5,0,0,101.7,103.7,0,1097.7,0.0253
3304.2,87.2,18.6,62.5,63.1,36.7,87.0,0.28,0.1,0.23,10.12,5,0,0,87.2,87.6,3,18.8,0.8907
2067.0,26.1,20.3,48.7,47.6,35.7,86.2,0.306,0.24,0.44,14.27,2,0,0,26.1,25.9,0,975.1,0.0398
1034.0,0.0,1.9,31.4,31.9,37.6,84.1,0.825,2.84,-0.79,13.97,0,0,0,0.0,0.0,0,1376.6,0.0133
2000.3,23.3,14.7,35.9,62.0,29.4,99.6,0.156,21.97,14.5,14.0,2,0,0,23.3,23.2,2,117.0,0.7978
1067.3,0.0,1.8,28.9,32.0,29.8,84.8,0.69,-0.84,1.27,14.01,0,0,0,0.0,0.0,0,980.9,0.0539
2416.4,31.9,20.4,52.4,48.5,35.7,114.8,0.704,10.63,1.99,13.8,2,0,0,31.9,32.3,1,30.9,0.8994
2026.6,24.5,12.7,52.1,77.9,30.1,92.4,0.165,21.95,13.64,13.84,2,0,0,24.5,24.7,2,36.7,0.655
2660.0,22.5,9.8,48.3,51.1,31.7,90.9,0.523,-0.8,2.53,9.87,1,0,0,22.5,22.7,3,20.6,0.8974
3209.7,65.3,23.9,65.7,64.2,33.7,89.3,0.285,1.63,1.3,14.05,4,0,0,65.3,65.0,0,1011.8,0.0442
2841.2,21.5,18.4,46.9,46.5,38.6,85.2,0.352,1.08,1.28,10.44,1,0,0,21.5,21.2,3,34.4,0.9703
3413.7,91.4,24.8,62.2,62.2,34.7,89.0,0.716,1.68,0.69,14.23,5,0,0,91.4,91.9,0,973.0,0.0635
2276.2,37.5,17.8,67.9,68.2,39.0,87.7,0.687,2.64,1.55,13.99,3,0,0,37.5,37.8,0,1386.2,0.0562
1028.6,0.0,2.4,37.6,38.6,28.0,83.2,0.797,0.62,2.39,14.0,0,0,0,0.0,0.0,0,1052.4,0.0373
4317.5,92.2,44.5,81.9,83.0,34.3,85.6,0.438,2.41,0.97,10.5,4,0,0,92.2,92.7,3,13.3,0.8941
2984.9,24.3,10.4,41.0,41.4,32.3,85.9,0.227,1.56,2.92,14.05,1,0,0,24.3,24.5,0,1430.9,0.0577
1031.0,0.0,2.2,37.2,37.6,38.7,83.2,0.289,2.98,1.8,14.06,0,0,1,0.0,0.0,0,1200.3,0.0395
1630.8,19.5,18.0,46.1,44.9,46.3,116.6,0.71,5.59,5.1,13.78,2,0,0,19.5,19.4,1,48.6,0.8253
2325.6,49.4,30.4,63.1,62.0,32.8,80.7,0.297,1.87,1.45,14.09,4,0,0,49.4,50.3,0,1337.8,0.0407
2418.6,38.5,10.7,60.1,57.3,29.7,88.5,0.34,4.34,2.19,14.11,3,0,0,38.5,39.3,0,757.0,0.0503
1066.9,0.0,2.1,32.4,35.5,39.7,85.8,0.212,0.61,2.2,14.0,0,0,0,0.0,0.0,0,1436.4,0.0399
2780.4,22.4,17.0,42.9,42.1,31.6,90.7,0.763,1.16,1.2,14.25,1,0,0,22.4,22.0,0,1197.3,0.0769
1030.9,0.0,2.0,33.8,33.0,31.8,84.6,0.316,-0.52,1.72,14.08,0,0,0,0.0,0.0,0,727.1,0.0667
1032.3,0.0,2.2,32.4,31.4,35.4,85.8,0.322,2.92,1.61,14.05,0,0,0,0.0,0.0,0,1070.0,0.0243
2256.1,25.7,10.4,47.0,45.5,41.2,114.0,0.754,9.91,5.2,13.79,2,0,0,25.7,25.3,1,47.5,0.8889
2725.8,30.1,16.4,47.5,46.9,32.8,86.9,0.2,1.58,1.58,14.2,2,0,0,30.1,29.8,0,861.5,0.0755
1846.5,24.0,9.6,36.6,40.8,32.0,87.0,0.249,2.64,1.79,14.0,2,0,0,24.0,23.9,0,763.5,0.0373
1309.2,0.0,2.1,29.2,55.0,29.5,94.2,0.193,14.63,9.59,13.92,0,0,1,0.0,0.0,2,50.3,0.8604
1049.0,0.0,1.9,39.0,35.6,33.0,83.8,0.333,-0.32,2.55,14.03,0,0,0,0.0,0.0,0,1120.5,0.0182
3553.1,92.6,30.7,57.8,57.0,41.7,115.0,0.865,10.6,4.38,13.87,5,0,0,92.6,90.9,1,54.5,0.7458
2844.9,22.9,18.2,53.3,49.7,35.9,91.8,0.273,2.58,0.68,14.13,1,0,0,22.9,23.1,0,1272.7,0.0355
3457.4,72.4,72.8,72.4,72.0,30.9,91.9,0.328,1.72,2.59,14.02,4,0,0,72.4,73.2,0,792.3,0.0211
1038.1,0.0,2.4,34.4,35.9,35.5,89.6,0.687,3.28,1.15,14.15,0,0,0,0.0,0.0,0,884.9,0.0776
1907.8,22.6,18.9,40.9,41.6,27.8,91.0,0.847,3.89,2.61,14.07,2,0,0,22.6,22.9,0,839.3,0.0389
2325.7,26.2,16.5,55.3,53.5,38.5,85.3,0.768,1.06,1.74,14.22,2,0,0,26.2,25.9,0,1069.2,0.0772
3342.5,70.9,24.1,52.9,52.2,31.3,84.6,0.816,0.64,1.2,14.03,4,0,0,70.9,70.7,0,1400.4,0.0729
2160.7,48.9,33.7,59.2,59.2,31.7,83.6,0.346,3.18,1.33,14.07,4,0,0,48.9,48.7,0,1352.0,0.0741
1071.8,0.0,2.5,37.0,36.9,27.6,90.2,0.769,2.05,2.2,14.12,0,0,0,0.0,0.0,0,1112.2,0.0117
1088.7,0.0,2.1,40.7,37.7,36.7,93.2,0.801,2.86,1.21,14.13,0,0,0,0.0,0.0,0,788.1,0.0498
1031.9,0.0,2.4,33.2,35.8,33.8,82.1,0.203,0.99,1.71,14.15,0,0,1,0.0,0.0,0,1350.5,0.0336
4087.7,108.6,21.1,66.9,66.1,27.6,92.3,0.766,2.39,0.65,14.06,5,0,0,108.6,107.0,0,749.2,0.0429
2698.4,34.2,20.7,52.8,51.1,36.8,84.3,0.247,1.38,1.82,14.05,2,0,0,34.2,34.7,0,787.6,0.0273
2030.2,21.2,18.5,43.0,44.6,37.0,121.2,0.843,7.36,3.2,13.99,2,0,0,21.2,21.0,1,38.6,0.7458
3163.9,84.3,27.7,63.8,62.5,31.6,88.4,0.827,4.09,2.71,14.15,5,0,0,84.3,85.0,0,1208.0,0.0437
2332.5,33.8,16.5,52.9,85.2,38.3,99.2,0.132,11.37,14.14,13.9,3,0,0,33.8,33.1,2,114.7,0.8463
4815.6,103.7,61.9,75.6,73.0,34.6,111.3,0.709,11.19,4.23,13.95,4,0,0,103.7,103.5,1,58.9,0.7981
1031.0,0.0,1.9,38.0,36.6,32.1,85.3,0.345,-0.12,2.13,14.14,0,0,0,0.0,0.0,0,1187.9,0.0506
3515.5,80.5,84.9,94.2,98.0,30.7,94.1,0.085,19.5,13.88,14.11,4,0,0,80.5,79.7,2,55.7,0.904
2327.3,28.8,17.0,46.3,43.4,28.1,85.2,0.259,0.19,0.41,11.56,2,0,0,28.8,29.0,3,12.7,0.8051
4350.0,56.5,69.9,72.3,78.0,25.4,89.6,0.771,2.82,0.93,14.11,2,0,0,56.5,56.6,0,1211.7,0.0153
4846.3,82.2,40.2,83.4,84.6,36.3,88.0,0.734,4.0,1.85,14.2,3,0,0,82.2,81.4,0,824.3,0.0676
3946.4,63.3,48.9,82.0,98.0,32.4,93.3,0.2,21.88,15.98,13.84,3,0,0,63.3,62.6,2,75.7,0.749
1072.2,0.0,2.4,34.0,34.3,38.1,114.9,0.797,6.95,3.04,14.1,0,0,0,0.0,0.0,1,30.7,0.8895
1031.3,0.0,2.1,29.9,32.9,33.4,85.5,0.68,-0.07,1.67,13.91,0,0,0,0.0,0.0,0,754.8,0.0391
2996.5,77.7,33.9,66.4,62.1,29.1,87.5,0.85,2.34,0.86,14.16,5,0,0,77.7,76.2,0,1456.6,0.0476
2784.0,32.8,20.7,57.3,57.3,24.9,91.3,0.236,4.13,1.25,13.85,2,0,0,32.8,33.1,0,982.7,0.0396
2012.3,32.6,9.2,52.9,51.8,31.5,90.0,0.196,0.25,0.76,14.4,3,0,0,32.6,32.9,0,1344.0,0.0462
1909.4,22.6,18.7,66.8,66.9,46.5,111.5,0.686,6.5,6.54,14.03,2,0,0,22.6,22.7,1,18.7,0.8855
1053.9,0.0,2.4,37.1,35.4,36.0,87.8,0.812,-0.63,0.35,14.04,0,0,0,0.0,0.0,0,856.2,0.0214
1019.8,0.0,2.1,30.7,34.4,32.0,88.3,0.715,3.44,1.06,14.01,0,0,0,0.0,0.0,0,1203.2,0.0415
2996.1,23.1,14.8,50.8,50.6,40.2,126.1,0.813,4.53,5.3,14.04,1,0,0,23.1,23.4,1,14.3,0.8869
2613.2,45.1,21.9,55.2,54.8,40.0,86.7,0.705,3.25,2.09,14.2,3,0,0,45.1,44.4,0,1484.4,0.0102
4224.0,91.2,65.5,82.7,79.8,33.7,82.1,0.218,5.38,2.05,14.2,4,0,0,91.2,91.6,0,1028.2,0.0579
3334.0,86.9,32.9,64.1,65.4,44.8,106.8,0.774,12.79,3.94,13.75,5,0,0,86.9,87.3,1,66.7,0.9454
926.3,0.0,2.1,31.2,61.5,37.8,96.9,0.145,22.87,13.29,13.75,0,0,0,0.0,0.0,2,104.7,0.7543
2333.6,17.6,10.5,42.5,42.2,33.5,87.8,0.198,3.84,1.84,14.24,1,0,0,17.6,17.4,0,882.3,0.0576
2266.5,35.1,10.6,54.0,54.7,33.5,92.3,0.342,2.05,0.65,14.13,3,0,0,35.1,35.0,0,901.9,0.0141
1029.9,0.0,1.9,31.9,32.4,37.2,87.0,0.228,2.64,1.62,13.92,0,0,1,0.0,0.0,0,1461.2,0.0394
3240.5,27.1,10.6,46.0,44.7,35.3,85.6,0.242,2.43,0.47,14.24,1,0,0,27.1,26.7,0,1230.0,0.0104
2317.7,18.6,12.6,51.5,48.7,30.6,90.9,0.776,2.53,-0.07,14.2,1,0,0,18.6,18.3,0,1358.8,0.0725
2357.0,40.4,21.2,43.0,45.5,28.5,90.2,0.686,3.29,1.29,14.07,3,0,0,40.4,40.6,0,1404.7,0.02
3113.3,53.5,14.0,49.3,48.2,31.8,93.5,0.241,3.99,2.44,13.92,3,0,0,53.5,54.2,0,1438.4,0.0103
1028.3,0.0,2.2,28.5,28.6,34.0,82.0,0.189,2.18,2.88,14.03,0,0,0,0.0,0.0,0,1385.9,0.0766
2199.2,35.5,11.8,53.1,53.6,34.8,85.8,0.223,3.03,1.71,14.2,3,0,0,35.5,35.8,0,969.5,0.028
4022.8,49.1,71.7,80.1,81.8,35.7,86.1,0.187,1.98,0.75,13.96,2,0,0,49.1,49.5,0,1125.6,0.04
2803.5,20.9,21.0,57.5,55.7,33.9,90.4,0.209,2.05,1.98,13.99,1,0,0,20.9,21.1,0,943.7,0.0798
1580.6,26.6,13.4,49.3,49.4,37.6,92.8,0.775,1.77,1.3,14.4,3,0,0,26.6,26.3,0,826.2,0.029
3270.2,90.5,15.7,55.6,55.9,31.1,89.2,0.724,3.22,2.24,14.08,5,0,0,90.5,89.5,0,882.6,0.0184
1125.7,0.0,1.8,34.3,51.2,37.0,91.8,0.163,23.5,17.46,13.92,0,0,1,0.0,0.0,2,116.1,0.8844
1042.0,0.0,1.9,32.6,35.2,32.9,87.7,0.711,1.27,1.27,14.1,0,0,0,0.0,0.0,0,789.2,0.0423
1038.4,0.0,2.2,36.2,34.1,41.5,122.9,0.785,8.23,4.67,14.15,0,0,0,0.0,0.0,1,24.7,0.7997
1221.2,0.0,2.1,34.9,55.3,30.1,98.7,0.146,20.34,13.94,13.86,0,0,1,0.0,0.0,2,48.0,0.7367
2258.5,37.4,8.5,60.7,61.0,34.8,91.9,0.804,3.76,0.08,14.21,3,0,0,37.4,36.9,0,924.0,0.048
1056.6,0.0,2.2,33.8,33.3,36.2,87.3,0.247,2.62,0.72,14.04,0,0,0,0.0,0.0,0,744.0,0.0502
1657.6,14.6,11.1,46.9,50.6,35.8,94.5,0.182,1.01,1.28,14.1,1,0,0,14.6,14.8,0,1224.9,0.0491
2877.8,74.0,19.6,58.2,58.4,28.8,79.7,0.878,1.3,2.31,14.15,5,0,0,74.0,74.2,0,768.9,0.0694
1057.8,0.0,2.3,34.4,36.3,45.9,112.5,0.692,9.71,3.68,13.32,0,0,1,0.0,0.0,1,38.3,0.8426
3063.8,81.4,20.7,63.9,62.5,35.3,87.1,0.82,2.03,2.17,14.35,5,0,0,81.4,80.3,0,739.0,0.0424
3710.6,78.6,20.7,69.3,67.2,36.9,91.3,0.183,-0.72,1.42,14.31,4,0,0,78.6,79.7,0,1361.6,0.0782
2041.4,35.5,8.9,65.7,63.8,37.9,90.0,0.841,2.99,0.9,14.16,3,0,0,35.5,34.9,0,1243.7,0.014
2277.7,31.8,21.1,54.5,52.1,36.3,86.6,0.713,2.94,1.94,14.18,2,0,0,31.8,32.3,0,1307.1,0.0674
3449.9,91.3,30.5,72.2,71.0,40.0,125.1,0.775,7.18,3.47,13.74,5,0,0,91.3,90.3,1,42.1,0.8606
3941.5,61.1,78.6,85.4,81.7,33.6,92.0,0.702,-0.29,1.62,14.14,3,0,0,61.1,61.9,0,1121.5,0.048
5365.3,63.0,67.1,83.2,84.0,29.3,83.7,0.873,2.03,0.96,14.22,2,0,0,63.0,62.8,0,1108.6,0.0262
4725.7,101.1,57.5,80.6,80.5,30.3,91.8,0.487,-0.94,0.16,10.19,4,0,0,101.1,102.9,3,44.1,0.8861
3213.0,36.9,7.5,39.1,39.1,48.9,111.6,0.783,6.76,4.87,13.64,2,0,0,36.9,37.1,1,12.3,0.8413
1035.1,0.0,2.2,32.4,31.1,28.3,85.0,0.871,1.78,0.56,14.03,0,0,0,0.0,0.0,0,1288.7,0.0328
3369.1,69.3,32.5,64.9,65.6,27.8,95.7,0.287,3.65,0.57,14.36,4,0,0,69.3,70.6,0,1069.0,0.0481
1059.5,0.0,1.9,31.4,33.6,31.4,86.7,0.704,1.76,2.42,14.11,0,0,0,0.0,0.0,0,956.6,0.0672
1090.6,0.0,2.4,36.4,38.3,37.4,85.6,0.704,3.23,1.68,14.09,0,0,0,0.0,0.0,0,885.3,0.011
4300.8,66.4,59.2,84.7,88.1,33.6,91.4,0.69,0.7,0.77,14.33,3,0,0,66.4,66.7,0,1098.3,0.0337
1121.1,0.0,1.9,33.1,35.4,36.4,85.8,0.873,3.25,2.5,14.06,0,0,1,0.0,0.0,0,1090.9,0.0485
3139.3,65.7,20.4,61.8,63.3,38.6,86.8,0.695,2.9,-0.09,14.31,4,0,0,65.7,65.9,0,764.4,0.0706
1071.4,0.0,2.3,35.2,31.7,30.4,88.6,0.745,2.55,2.07,14.03,0,0,0,0.0,0.0,0,1169.4,0.0688
1126.5,0.0,2.0,33.4,55.1,37.1,90.9,0.108,16.78,15.63,13.89,0,0,0,0.0,0.0,2,39.7,0.739
2679.9,60.8,28.7,60.2,59.0,32.2,90.2,0.875,1.06,0.76,14.24,4,0,0,60.8,60.7,0,1330.1,0.0614
2851.5,30.5,21.3,44.5,44.1,27.9,87.1,0.694,1.28,0.67,14.32,2,0,0,30.5,31.1,0,1303.6,0.0232
2126.9,26.0,18.9,57.2,56.3,34.5,90.4,0.188,3.49,0.93,14.14,2,0,0,26.0,25.7,0,889.4,0.0285
3116.8,83.2,17.4,56.9,53.4,34.2,91.8,0.4,0.23,1.02,10.38,5,0,0,83.2,81.8,3,25.4,0.9279
1075.5,0.0,2.4,38.2,35.4,33.5,86.8,0.243,2.02,1.0,14.13,0,0,0,0.0,0.0,0,1334.0,0.041
2994.2,47.9,16.9,59.9,56.8,33.5,86.9,0.755,3.0,1.71,14.03,3,0,0,47.9,48.9,0,1373.1,0.0245
2902.8,76.1,28.5,60.9,60.4,38.4,85.7,0.683,-1.5,1.21,10.34,5,0,0,76.1,74.7,3,5.3,0.8627
2842.8,25.3,9.8,46.0,75.2,32.4,96.6,0.062,21.29,16.04,14.26,1,0,0,25.3,25.1,2,68.1,0.7189
2434.9,20.6,17.6,53.8,69.8,28.5,86.2,0.144,16.01,9.81,14.1,1,0,0,20.6,21.0,2,85.0,0.7682
1283.6,16.6,19.1,51.6,52.6,36.2,97.5,0.335,3.53,-0.08,14.06,2,0,0,16.6,16.7,0,978.6,0.0616
2233.8,24.8,10.9,39.3,43.2,28.0,84.0,0.259,2.76,0.48,14.16,2,0,0,24.8,24.6,0,1425.5,0.0701
2864.8,48.3,15.4,40.1,41.3,40.3,115.3,0.83,6.98,1.88,13.69,3,0,0,48.3,48.1,1,54.9,0.7981
1090.9,0.0,1.9,35.2,36.9,28.5,84.9,0.629,-0.0,0.49,10.31,0,0,0,0.0,0.0,3,11.8,0.9894
4893.3,105.6,59.3,87.9,91.4,28.9,88.4,0.85,0.79,0.73,14.15,4,0,0,105.6,106.6,0,1300.0,0.0556
3644.1,76.2,21.1,61.9,62.0,28.0,85.6,0.83,2.11,1.06,14.06,4,0,0,76.2,77.3,0,1216.0,0.0789
2660.4,22.5,20.3,38.8,39.4,31.8,84.7,0.801,2.08,2.05,14.33,1,0,0,22.5,22.4,0,737.2,0.0525
3396.9,95.6,14.0,65.3,98.0,37.4,90.0,0.192,16.96,14.58,13.67,5,0,0,95.6,96.0,2,83.9,0.8187
2408.8,29.3,6.3,49.4,49.6,29.8,88.9,0.794,1.11,1.23,14.08,2,0,0,29.3,29.8,0,1275.2,0.0163
3004.9,37.1,19.7,45.8,46.9,33.6,86.4,0.84,1.74,0.24,14.05,2,0,0,37.1,37.8,0,1416.1,0.0653
2196.1,26.6,12.2,62.6,61.2,34.4,80.5,0.696,2.2,0.86,14.4,2,0,0,26.6,26.1,0,1369.7,0.0783
3868.9,103.7,17.4,55.1,57.4,37.8,88.0,0.854,2.43,2.29,14.05,5,0,0,103.7,103.9,0,1148.3,0.0152
3733.5,95.9,19.2,63.6,62.9,33.9,90.7,0.296,1.16,0.49,14.15,5,0,0,95.9,94.2,0,975.1,0.0454
3842.5,87.3,19.8,57.4,59.3,29.5,91.1,0.237,1.59,2.04,14.31,4,0,0,87.3,86.9,0,1162.5,0.0773
3070.1,79.2,27.7,59.1,62.8,45.1,119.9,0.69,8.03,4.04,13.88,5,0,0,79.2,77.8,1,20.7,0.8919
3149.9,80.2,17.4,56.6,56.3,32.5,85.5,0.25,0.86,1.62,14.06,5,0,0,80.2,81.0,0,1151.3,0.0361
1014.3,0.0,2.2,35.3,36.6,36.0,85.3,0.347,0.34,1.62,14.06,0,0,0,0.0,0.0,0,1297.5,0.0389
1865.4,15.4,12.1,59.8,55.8,32.0,84.0,0.299,1.45,2.58,14.1,1,0,0,15.4,15.3,0,801.0,0.0131
2636.1,45.7,6.6,50.9,49.5,34.2,87.3,0.226,1.49,2.33,14.22,3,0,0,45.7,46.1,0,1127.3,0.0691
1040.5,0.0,1.8,34.4,34.3,35.5,85.1,0.301,1.23,2.36,14.14,0,0,0,0.0,0.0,0,1279.0,0.0745
2003.1,32.4,13.2,52.9,54.8,27.9,88.6,0.779,3.3,3.13,13.98,3,0,0,32.4,32.1,0,1344.6,0.015
3903.7,83.5,30.9,59.4,59.3,35.3,81.7,0.339,2.79,1.58,14.09,4,0,0,83.5,82.5,0,1063.6,0.023
2325.2,17.3,20.6,56.8,55.3,28.6,95.6,0.3,1.19,1.3,14.06,1,0,0,17.3,17.2,0,938.4,0.0659
996.8,0.0,2.2,39.0,37.0,30.1,87.0,0.797,-1.34,2.73,13.98,0,0,0,0.0,0.0,0,920.5,0.0497
2632.4,23.7,6.3,48.9,46.0,36.8,87.6,0.451,1.62,1.88,11.12,1,0,0,23.7,23.4,3,43.0,0.9065
1078.8,0.0,2.0,33.1,35.3,35.0,89.2,0.307,3.03,0.63,14.07,0,0,0,0.0,0.0,0,992.8,0.0557
2113.1,15.5,13.7,56.0,73.2,30.9,98.6,0.054,19.07,18.12,13.88,1,0,0,15.5,15.7,2,83.1,0.6963
3170.5,70.9,28.3,64.7,66.7,29.8,83.3,0.718,3.23,1.03,14.15,4,0,0,70.9,69.9,0,1177.1,0.0436
3535.9,73.6,25.2,54.8,53.6,45.5,121.9,0.746,4.44,4.51,13.82,4,0,0,73.6,73.8,1,32.5,0.8329
2883.0,68.0,29.0,54.3,78.7,38.3,95.3,0.119,16.62,11.76,13.91,4,0,0,68.0,67.8,2,35.7,0.6811
2196.0,28.1,9.8,52.3,52.0,29.5,91.1,0.781,1.85,2.04,13.98,2,0,0,28.1,28.0,0,823.5,0.014
1856.0,14.5,10.8,49.6,47.1,30.0,87.6,0.799,1.05,0.89,14.21,1,0,0,14.5,14.6,0,849.0,0.0795
2070.5,26.1,20.2,50.5,51.7,29.0,88.9,0.757,4.77,2.18,14.19,2,0,0,26.1,26.3,0,1048.7,0.045
3189.5,24.6,12.8,32.4,30.9,31.9,91.0,0.719,1.11,2.04,14.35,1,0,0,24.6,24.2,0,1186.0,0.0566
1662.7,26.7,16.1,60.6,58.7,35.9,86.9,0.493,2.19,1.01,11.3,3,0,0,26.7,26.9,3,38.4,0.9034
850.0,0.0,2.0,33.0,65.5,39.5,94.3,0.164,20.68,14.55,13.89,0,0,0,0.0,0.0,2,93.7,0.7568
4025.7,107.3,14.8,48.2,50.8,31.6,85.5,0.697,-0.59,0.99,11.27,5,0,0,107.3,106.4,3,19.8,0.888
2336.5,38.1,21.5,50.2,49.5,30.0,87.0,0.789,0.97,0.76,14.35,3,0,0,38.1,38.4,0,1396.5,0.0228
4426.8,53.3,40.3,74.5,74.8,40.3,114.6,0.799,11.78,6.63,13.98,2,0,0,53.3,52.8,1,52.6,0.7679
2679.9,19.6,10.0,49.9,46.2,33.8,86.2,0.692,2.86,1.0,10.98,1,0,0,19.6,19.9,3,24.8,0.9776
1880.4,28.4,14.7,45.8,43.3,39.3,91.2,0.261,1.4,1.74,14.28,3,0,0,28.4,28.8,0,1237.4,0.0422
2196.1,27.9,11.6,42.6,44.9,38.0,85.7,0.225,1.02,1.68,14.11,2,0,0,27.9,28.1,0,893.7,0.0709
2792.7,44.3,6.4,63.2,64.7,33.3,127.4,0.836,6.96,7.15,13.98,3,0,0,44.3,44.4,1,23.7,0.7904
1063.7,0.0,2.0,32.5,33.6,39.6,86.4,0.311,0.4,1.24,14.03,0,0,1,0.0,0.0,0,875.8,0.0675
1342.8,15.1,20.5,39.8,71.3,34.7,89.9,0.08,18.64,14.11,13.75,1,0,0,15.1,15.3,2,71.7,0.843
2209.1,28.3,8.1,46.8,48.7,32.1,90.2,0.736,1.72,1.4,14.16,2,0,0,28.3,28.3,0,947.3,0.0452
2087.3,35.6,10.3,40.9,69.5,29.5,95.9,0.056,19.62,14.77,13.93,3,0,0,35.6,36.3,2,58.1,0.8302
3358.2,74.7,27.2,65.0,67.0,32.4,85.4,0.731,0.53,0.31,14.04,4,0,0,74.7,74.4,0,1148.1,0.0368
2805.3,73.5,25.8,65.1,60.3,32.4,85.5,0.239,0.57,1.92,13.97,5,0,0,73.5,72.2,0,1432.6,0.0233
3182.3,83.7,27.4,63.8,62.7,31.1,85.3,0.693,0.0,3.15,14.17,5,0,0,83.7,83.6,0,1426.8,0.0515
1933.9,26.8,20.9,45.7,69.8,38.4,97.8,0.177,18.3,14.51,13.89,2,0,0,26.8,26.6,2,72.1,0.8342
2699.9,20.3,21.0,46.4,46.1,43.8,115.0,0.86,3.31,3.36,13.98,1,0,0,20.3,20.4,1,37.9,0.9596
2235.3,15.2,10.6,53.9,53.6,27.4,85.7,0.854,0.07,1.52,14.13,1,0,0,15.2,15.4,0,1129.9,0.0494
1014.1,0.0,2.1,36.2,34.6,31.1,85.0,0.696,1.93,1.88,14.06,0,0,1,0.0,0.0,0,787.8,0.0426
1124.4,0.0,1.9,35.5,62.1,33.7,93.9,0.062,14.84,14.65,13.87,0,0,0,0.0,0.0,2,86.6,0.6895
